месяц,продукт,регион,сегмент,канал,заявки,одобрено,выдано,средний_чек_тыс_руб,расход_на_маркетинг_тыс_руб,доля_цифровых_заявок_проц,просрочка_30дн_проц,чистый_доход_млн_руб
2024-12-01,Потребительский кредит,Поволжье,Массовый,Партнерский канал,678,426,321,351.5,4147.2,54.5,4.61,1.664
2024-12-01,Потребительский кредит,Поволжье,Премиум,Мобильное приложение,395,256,190,535.3,3698.5,53.5,3.76,1.628
2024-12-01,Потребительский кредит,Северо-Запад,Зарплатный,Офис,549,365,262,481.3,3598.6,66.6,4.08,2.553
2024-12-01,Потребительский кредит,Северо-Запад,Массовый,Офис,578,370,283,391.5,3621.1,62.7,5.08,1.691
2024-12-01,Потребительский кредит,Северо-Запад,Премиум,Офис,409,266,193,742.6,3211.2,58.1,3.96,3.377
2024-12-01,Потребительский кредит,Сибирь,Зарплатный,Офис,514,321,235,338.9,3024.7,59.9,3.72,1.151
2024-12-01,Потребительский кредит,Сибирь,Массовый,Мобильное приложение,611,348,253,434.3,3986.5,58.3,5.46,1.323
2024-12-01,Потребительский кредит,Сибирь,Премиум,Мобильное приложение,291,180,132,587.0,2531.0,56.5,4.1,1.26
2024-12-01,Потребительский кредит,Урал,Зарплатный,Мобильное приложение,493,326,233,420.4,3443.4,54.8,3.69,1.595
2024-12-01,Потребительский кредит,Урал,Массовый,Партнерский канал,568,375,277,463.2,3157.1,64.1,4.98,3.04
2024-12-01,Потребительский кредит,Урал,Премиум,Партнерский канал,339,212,158,640.4,3754.3,54.8,3.28,1.632
2024-12-01,Потребительский кредит,Центр,Зарплатный,Офис,722,448,319,431.9,4977.8,61.0,4.38,2.337
2024-12-01,Потребительский кредит,Центр,Массовый,Офис,772,477,342,440.2,4574.2,65.9,5.17,3.237
2024-12-01,Потребительский кредит,Центр,Премиум,Мобильное приложение,471,324,227,633.2,3359.6,55.9,2.73,3.604
2025-01-01,Вклад,Поволжье,Зарплатный,Офис,419,380,347,929.5,1605.6,62.1,0.8,1.876
2025-01-01,Вклад,Поволжье,Массовый,Офис,532,462,429,836.9,,59.0,0.86,2.032
2025-01-01,Вклад,Поволжье,Премиум,Мобильное приложение,249,220,192,1242.2,1463.3,60.7,0.2,1.35
2025-01-01,Вклад,Северо-Запад,Зарплатный,Партнерский канал,384,339,315,904.6,1778.7,71.6,0.31,1.571
2025-01-01,Вклад,Северо-Запад,Массовый,Партнерский канал,489,422,386,816.0,1505.7,66.7,0.84,1.677
2025-01-01,Вклад,Северо-Запад,Премиум,Мобильное приложение,230,218,193,1292.7,1509.1,66.4,0.2,1.324
2025-01-01,Вклад,Сибирь,Зарплатный,Офис,314,282,251,944.7,1378.9,62.2,0.2,1.141
2025-01-01,Вклад,Сибирь,Массовый,Мобильное приложение,460,406,373,934.4,1474.0,56.5,0.65,2.564
2025-01-01,Вклад,Сибирь,Премиум,Офис,210,192,178,1238.5,1315.0,60.1,0.2,1.259
2025-01-01,Вклад,Урал,Зарплатный,Мобильное приложение,367,324,296,806.0,1529.6,71.2,0.9,1.194
2025-01-01,Вклад,Урал,Массовый,Партнерский канал,489,439,415,996.7,1872.5,70.8,1.53,2.697
2025-01-01,Вклад,Урал,Премиум,Мобильное приложение,250,220,211,1463.8,1534.5,68.1,0.2,2.176
2025-01-01,Вклад,Центр,Зарплатный,Офис,506,449,411,1040.7,1826.8,68.9,0.2,2.787
2025-01-01,Вклад,Центр,Массовый,Партнерский канал,586,500,467,936.6,2216.6,69.5,1.61,2.553
2025-01-01,Вклад,Центр,Премиум,Мобильное приложение,296,267,239,1450.8,1756.6,66.6,0.2,1.949
2025-01-01,Ипотека,Поволжье,Зарплатный,Офис,413,210,142,3679.9,5233.2,54.7,1.93,4.197
2025-01-01,Ипотека,Поволжье,Массовый,Мобильное приложение,432,205,130,3613.8,5688.8,38.8,2.56,3.176
2025-01-01,Ипотека,Поволжье,Премиум,Мобильное приложение,364,185,126,5515.8,4924.7,44.3,1.07,6.865
2025-01-01,Ипотека,Северо-Запад,Зарплатный,Мобильное приложение,450,220,149,5027.7,5995.6,57.2,1.41,7.03
2025-01-01,Ипотека,Северо-Запад,Массовый,Офис,461,238,157,3930.3,4969.4,53.4,2.78,5.619
2025-01-01,Ипотека,Северо-Запад,Премиум,Мобильное приложение,331,163,113,6689.7,5073.5,44.7,0.79,7.522
2025-01-01,Ипотека,Сибирь,Зарплатный,Мобильное приложение,215,115,80,4041.7,3658.0,51.5,0.95,2.364
2025-01-01,Ипотека,Сибирь,Массовый,Офис,426,205,139,3684.4,5446.2,50.2,2.19,4.113
2025-01-01,Ипотека,Сибирь,Премиум,Офис,318,169,112,5186.9,3826.4,48.8,1.34,5.935
2025-01-01,Ипотека,Урал,Зарплатный,Партнерский канал,355,191,129,4704.8,4936.5,58.2,0.71,5.265
2025-01-01,Ипотека,Урал,Массовый,Мобильное приложение,415,206,136,3825.0,5067.9,43.2,2.28,4.337
2025-01-01,Ипотека,Урал,Премиум,Партнерский канал,278,149,96,6300.1,3973.6,44.7,,6.28
2025-01-01,Ипотека,Центр,Зарплатный,Партнерский канал,440,221,154,4820.3,,58.2,1.52,6.89
2025-01-01,Ипотека,Центр,Массовый,Партнерский канал,588,275,186,4452.1,7446.3,48.8,2.92,7.445
2025-01-01,Ипотека,Центр,Премиум,Мобильное приложение,403,209,136,6828.6,5879.9,49.4,0.78,9.793
2025-01-01,Кредитная карта,Поволжье,Зарплатный,Мобильное приложение,751,565,455,129.5,3808.6,78.8,2.58,1.418
2025-01-01,Кредитная карта,Поволжье,Массовый,Партнерский канал,799,553,443,,3240.9,68.0,4.67,1.11
2025-01-01,Кредитная карта,Поволжье,Премиум,Мобильное приложение,528,402,310,154.3,3551.9,63.9,,0.832
2025-01-01,Кредитная карта,Северо-Запад,Зарплатный,Партнерский канал,713,556,457,139.2,3398.4,79.6,4.38,1.988
2025-01-01,Кредитная карта,Северо-Запад,Массовый,Мобильное приложение,800,587,463,106.7,3589.1,72.3,4.28,0.866
2025-01-01,Кредитная карта,Северо-Запад,Премиум,Мобильное приложение,436,317,255,170.0,3290.7,72.4,2.56,0.834
2025-01-01,Кредитная карта,Сибирь,Зарплатный,Офис,544,377,298,117.8,,75.7,3.55,0.501
2025-01-01,Кредитная карта,Сибирь,Массовый,Партнерский канал,692,509,418,97.9,3110.9,68.5,4.14,0.564
2025-01-01,Кредитная карта,Сибирь,Премиум,Партнерский канал,409,300,240,183.9,2904.9,65.7,3.08,1.2
2025-01-01,Кредитная карта,Урал,Зарплатный,Партнерский канал,629,459,361,125.7,3262.7,76.1,3.62,0.778
2025-01-01,Кредитная карта,Урал,Массовый,Мобильное приложение,816,579,462,114.2,3619.7,77.7,4.89,0.483
2025-01-01,Кредитная карта,Урал,Премиум,Офис,416,309,242,192.0,2881.5,64.9,3.01,1.358
2025-01-01,Кредитная карта,Центр,Зарплатный,Офис,919,679,531,117.5,4800.1,80.9,3.09,1.098
2025-01-01,Кредитная карта,Центр,Массовый,Мобильное приложение,972,689,545,111.8,5003.3,76.0,4.54,0.839
2025-01-01,Кредитная карта,Центр,Премиум,Офис,535,389,307,211.4,3681.7,73.2,3.03,1.785
2025-01-01,Потребительский кредит,Поволжье,Зарплатный,Офис,585,406,278,420.5,4523.1,66.9,3.85,1.715
2025-01-01,Потребительский кредит,Поволжье,Массовый,Офис,707,427,302,398.5,3811.3,55.3,5.48,2.087
2025-01-01,Потребительский кредит,Поволжье,Премиум,Офис,427,273,201,547.3,3972.5,50.8,2.92,2.23
2025-01-01,Потребительский кредит,Северо-Запад,Зарплатный,Офис,558,357,259,439.7,3798.9,58.3,4.17,2.153
2025-01-01,Потребительский кредит,Северо-Запад,Массовый,Партнерский канал,715,443,327,404.0,4594.6,57.5,4.81,2.123
2025-01-01,Потребительский кредит,Северо-Запад,Премиум,Мобильное приложение,392,245,176,634.9,3656.7,55.0,3.22,2.106
2025-01-01,Потребительский кредит,Сибирь,Зарплатный,Мобильное приложение,495,303,218,421.8,3537.2,55.5,3.43,1.358
2025-01-01,Потребительский кредит,Сибирь,Массовый,Мобильное приложение,602,368,266,400.3,4153.0,56.0,5.52,1.641
2025-01-01,Потребительский кредит,Сибирь,Премиум,Мобильное приложение,348,226,154,629.7,3401.4,48.1,3.43,1.967
2025-01-01,Потребительский кредит,Урал,Зарплатный,Офис,544,363,277,437.7,3225.6,58.2,4.25,2.392
2025-01-01,Потребительский кредит,Урал,Массовый,Мобильное приложение,632,417,309,363.9,3903.4,60.9,4.52,1.806
2025-01-01,Потребительский кредит,Урал,Премиум,Офис,334,212,153,669.6,3216.1,55.0,3.23,2.281
2025-01-01,Потребительский кредит,Центр,Зарплатный,Мобильное приложение,707,454,338,455.3,5215.1,64.5,3.23,2.681
2025-01-01,Потребительский кредит,Центр,Массовый,Партнерский канал,832,503,379,462.4,4984.4,61.5,4.89,3.817
2025-01-01,Потребительский кредит,Центр,Премиум,Мобильное приложение,540,352,257,723.2,4438.0,61.0,3.29,4.519
2025-02-01,Вклад,Поволжье,Зарплатный,Офис,444,400,369,876.7,1896.9,69.8,0.2,2.073
2025-02-01,Вклад,Поволжье,Массовый,Мобильное приложение,512,448,417,791.7,1778.8,65.2,1.24,1.974
2025-02-01,Вклад,Поволжье,Премиум,Мобильное приложение,264,233,215,1281.6,1461.3,52.7,0.2,1.117
2025-02-01,Вклад,Северо-Запад,Зарплатный,Офис,387,339,310,1048.9,1553.6,71.8,0.37,2.267
2025-02-01,Вклад,Северо-Запад,Массовый,Офис,540,465,407,958.4,1950.8,69.6,1.24,2.204
2025-02-01,Вклад,Северо-Запад,Премиум,Офис,185,169,149,1342.3,1495.1,60.1,0.2,1.226
2025-02-01,Вклад,Сибирь,Зарплатный,Мобильное приложение,376,333,313,,1532.2,67.7,0.45,1.677
2025-02-01,Вклад,Сибирь,Массовый,Мобильное приложение,441,386,358,811.3,1606.9,66.4,1.35,1.351
2025-02-01,Вклад,Сибирь,Премиум,Партнерский канал,203,188,172,1306.1,1298.0,54.8,0.79,1.303
2025-02-01,Вклад,Урал,Зарплатный,Партнерский канал,422,380,344,844.1,1457.5,68.1,0.63,1.37
2025-02-01,Вклад,Урал,Массовый,Офис,482,423,386,800.1,1729.5,69.4,1.13,1.511
2025-02-01,Вклад,Урал,Премиум,Мобильное приложение,245,211,189,1289.0,1422.9,60.5,,1.569
2025-02-01,Вклад,Центр,Зарплатный,Мобильное приложение,472,420,378,1010.7,2259.4,67.4,0.2,2.218
2025-02-01,Вклад,Центр,Массовый,Мобильное приложение,637,550,474,959.4,2717.8,62.4,1.48,2.315
2025-02-01,Вклад,Центр,Премиум,Офис,326,285,263,1420.9,1966.7,66.7,0.2,2.454
2025-02-01,Ипотека,Поволжье,Зарплатный,Мобильное приложение,506,277,179,3992.5,6688.6,52.7,1.04,6.022
2025-02-01,Ипотека,Поволжье,Массовый,Мобильное приложение,579,281,181,4081.9,6738.0,47.4,2.32,6.901
2025-02-01,Ипотека,Поволжье,Премиум,Мобильное приложение,364,174,119,5682.9,5091.3,43.9,0.99,6.7
2025-02-01,Ипотека,Северо-Запад,Зарплатный,Офис,385,194,126,4891.9,5563.7,48.4,1.41,5.489
2025-02-01,Ипотека,Северо-Запад,Массовый,Мобильное приложение,466,232,152,3858.7,5609.5,48.2,2.26,4.937
2025-02-01,Ипотека,Северо-Запад,Премиум,Офис,311,155,102,5080.3,4849.8,44.4,0.41,4.818
2025-02-01,Ипотека,Сибирь,Зарплатный,Партнерский канал,347,168,111,3835.6,4912.3,46.7,1.53,2.895
2025-02-01,Ипотека,Сибирь,Массовый,Офис,380,180,119,3587.5,4550.4,43.8,2.68,3.23
2025-02-01,Ипотека,Сибирь,Премиум,Офис,273,137,91,5777.4,3482.9,44.2,1.34,5.071
2025-02-01,Ипотека,Урал,Зарплатный,Мобильное приложение,384,205,136,4372.1,4953.4,48.4,1.25,5.584
2025-02-01,Ипотека,Урал,Массовый,Партнерский канал,389,194,125,4016.4,5427.0,47.2,2.17,3.628
2025-02-01,Ипотека,Урал,Премиум,Офис,364,179,116,6040.7,4885.6,46.1,0.55,6.888
2025-02-01,Ипотека,Центр,Зарплатный,Мобильное приложение,551,296,197,4141.2,7468.4,51.4,1.59,7.115
2025-02-01,Ипотека,Центр,Массовый,Офис,633,317,204,4075.4,7541.1,44.9,3.06,7.201
2025-02-01,Ипотека,Центр,Премиум,Мобильное приложение,447,227,151,6731.7,5825.8,53.2,0.5,11.035
2025-02-01,Кредитная карта,Поволжье,Зарплатный,Мобильное приложение,796,598,454,118.2,3700.6,76.5,3.54,1.157
2025-02-01,Кредитная карта,Поволжье,Массовый,Офис,867,615,509,109.0,4272.3,81.1,4.67,0.702
2025-02-01,Кредитная карта,Поволжье,Премиум,Мобильное приложение,476,330,266,296.0,3283.1,73.1,2.48,0.844
2025-02-01,Кредитная карта,Северо-Запад,Зарплатный,Мобильное приложение,696,495,398,136.6,3703.8,81.8,2.65,1.593
2025-02-01,Кредитная карта,Северо-Запад,Массовый,Мобильное приложение,842,601,498,116.2,3800.0,76.8,4.16,1.198
2025-02-01,Кредитная карта,Северо-Запад,Премиум,Мобильное приложение,470,351,286,184.6,3210.9,74.5,3.42,1.434
2025-02-01,Кредитная карта,Сибирь,Зарплатный,Мобильное приложение,605,447,356,103.0,2871.1,69.1,3.52,0.477
2025-02-01,Кредитная карта,Сибирь,Массовый,Партнерский канал,779,568,463,107.9,3489.8,67.6,3.78,0.954
2025-02-01,Кредитная карта,Сибирь,Премиум,Мобильное приложение,375,271,215,165.9,2741.3,65.3,2.73,0.48
2025-02-01,Кредитная карта,Урал,Зарплатный,Мобильное приложение,615,445,359,136.0,3107.9,79.9,2.94,1.172
2025-02-01,Кредитная карта,Урал,Массовый,Мобильное приложение,823,605,482,108.9,3875.9,77.1,4.08,1.051
2025-02-01,Кредитная карта,Урал,Премиум,Мобильное приложение,472,352,286,174.1,3129.3,66.3,2.75,1.321
2025-02-01,Кредитная карта,Центр,Зарплатный,Мобильное приложение,850,617,489,135.2,4408.1,77.9,3.17,1.82
2025-02-01,Кредитная карта,Центр,Массовый,Офис,922,665,522,128.4,4165.8,74.5,3.74,1.707
2025-02-01,Кредитная карта,Центр,Премиум,Мобильное приложение,556,425,334,198.7,3744.8,74.4,2.81,2.232
2025-02-01,Потребительский кредит,Поволжье,Зарплатный,Офис,630,413,306,425.5,3981.8,63.0,3.92,2.428
2025-02-01,Потребительский кредит,Поволжье,Массовый,Офис,707,452,321,368.1,4361.7,53.2,5.44,1.672
2025-02-01,Потребительский кредит,Поволжье,Премиум,Офис,421,269,190,604.2,4116.8,54.1,3.35,1.773
2025-02-01,Потребительский кредит,Северо-Запад,Зарплатный,Офис,578,388,293,463.8,4041.0,61.3,4.06,2.864
2025-02-01,Потребительский кредит,Северо-Запад,Массовый,Партнерский канал,690,441,327,416.1,4148.4,60.1,4.52,2.985
2025-02-01,Потребительский кредит,Северо-Запад,Премиум,Офис,406,264,193,660.8,3586.5,55.5,3.28,2.866
2025-02-01,Потребительский кредит,Сибирь,Зарплатный,Мобильное приложение,506,320,243,393.7,3345.1,59.4,4.59,1.337
2025-02-01,Потребительский кредит,Сибирь,Массовый,Офис,540,322,237,403.1,3108.3,57.6,4.82,1.456
2025-02-01,Потребительский кредит,Сибирь,Премиум,Партнерский канал,407,266,195,562.2,3553.3,51.5,3.72,2.359
2025-02-01,Потребительский кредит,Урал,Зарплатный,Мобильное приложение,531,331,248,434.9,3926.0,63.9,4.47,1.487
2025-02-01,Потребительский кредит,Урал,Массовый,Мобильное приложение,618,374,277,405.4,3591.2,58.7,5.2,1.955
2025-02-01,Потребительский кредит,Урал,Премиум,Мобильное приложение,422,275,210,615.1,3589.8,61.8,3.88,2.583
2025-02-01,Потребительский кредит,Центр,Зарплатный,Офис,726,478,360,490.8,5041.9,70.6,3.94,3.912
2025-02-01,Потребительский кредит,Центр,Массовый,Мобильное приложение,913,630,465,393.4,6496.2,60.0,5.29,2.974
2025-02-01,Потребительский кредит,Центр,Премиум,Офис,558,366,269,677.8,4641.5,62.0,3.06,4.297
2025-03-01,Вклад,Поволжье,Зарплатный,Офис,421,378,333,926.8,1711.4,61.1,0.2,1.667
2025-03-01,Вклад,Поволжье,Массовый,Офис,531,479,448,812.2,,65.2,1.27,1.741
2025-03-01,Вклад,Поволжье,Премиум,Партнерский канал,305,271,255,1160.3,1713.4,66.5,0.2,1.616
2025-03-01,Вклад,Северо-Запад,Зарплатный,Мобильное приложение,404,356,328,984.6,1569.0,70.0,0.27,2.009
2025-03-01,Вклад,Северо-Запад,Массовый,Мобильное приложение,485,443,404,999.0,1876.8,69.3,0.99,2.659
2025-03-01,Вклад,Северо-Запад,Премиум,Мобильное приложение,253,241,213,1317.5,1491.0,61.7,0.2,2.057
2025-03-01,Вклад,Сибирь,Зарплатный,Мобильное приложение,391,353,319,924.9,1412.5,67.9,0.2,1.977
2025-03-01,Вклад,Сибирь,Массовый,Офис,452,397,357,893.8,,61.9,1.73,2.079
2025-03-01,Вклад,Сибирь,Премиум,Офис,255,229,217,1189.0,1547.9,55.2,,1.709
2025-03-01,Вклад,Урал,Зарплатный,Мобильное приложение,350,304,279,1076.0,1751.7,68.5,0.2,1.745
2025-03-01,Вклад,Урал,Массовый,Офис,499,442,405,914.9,1816.5,69.2,1.31,2.329
2025-03-01,Вклад,Урал,Премиум,Мобильное приложение,211,178,159,1465.1,1226.3,64.3,0.2,1.473
2025-03-01,Вклад,Центр,Зарплатный,Офис,505,450,414,1080.8,2218.1,66.2,0.23,2.394
2025-03-01,Вклад,Центр,Массовый,Офис,574,507,460,1027.9,2256.2,71.1,0.7,3.254
2025-03-01,Вклад,Центр,Премиум,Партнерский канал,306,272,248,1518.2,2254.9,71.0,0.2,2.419
2025-03-01,Ипотека,Поволжье,Зарплатный,Офис,463,242,159,4282.8,5928.0,48.0,1.12,6.32
2025-03-01,Ипотека,Поволжье,Массовый,Мобильное приложение,485,237,154,4009.7,6085.8,44.8,2.28,5.307
2025-03-01,Ипотека,Поволжье,Премиум,Партнерский канал,407,202,129,5574.0,5680.6,47.3,0.32,6.668
2025-03-01,Ипотека,Северо-Запад,Зарплатный,Офис,493,238,161,4584.6,6019.7,52.4,1.84,7.257
2025-03-01,Ипотека,Северо-Запад,Массовый,Мобильное приложение,496,243,162,3344.2,5265.3,49.0,2.23,4.374
2025-03-01,Ипотека,Северо-Запад,Премиум,Партнерский канал,330,171,113,,4837.5,45.6,0.41,7.615
2025-03-01,Ипотека,Сибирь,Зарплатный,Мобильное приложение,380,204,133,3582.8,4975.6,40.2,1.71,3.666
2025-03-01,Ипотека,Сибирь,Массовый,Офис,463,230,158,3484.9,5292.8,51.9,1.71,4.597
2025-03-01,Ипотека,Сибирь,Премиум,Мобильное приложение,290,153,103,,4188.9,42.2,0.99,5.925
2025-03-01,Ипотека,Урал,Зарплатный,Офис,468,250,164,4121.9,6203.3,53.0,1.66,6.023
2025-03-01,Ипотека,Урал,Массовый,Мобильное приложение,462,222,154,3770.7,5625.1,45.6,1.84,5.032
2025-03-01,Ипотека,Урал,Премиум,Офис,248,127,84,5403.0,4344.5,46.1,0.42,3.845
2025-03-01,Ипотека,Центр,Зарплатный,Мобильное приложение,622,332,222,5166.0,7293.1,53.1,1.03,11.961
2025-03-01,Ипотека,Центр,Массовый,Офис,654,310,210,4063.6,7641.2,46.7,1.34,7.754
2025-03-01,Ипотека,Центр,Премиум,Офис,481,269,189,6682.8,6199.2,45.5,0.99,14.408
2025-03-01,Кредитная карта,Поволжье,Зарплатный,Офис,771,574,455,109.2,4148.0,73.1,4.05,0.573
2025-03-01,Кредитная карта,Поволжье,Массовый,Мобильное приложение,889,631,489,105.7,3959.6,67.4,4.62,0.807
2025-03-01,Кредитная карта,Поволжье,Премиум,Мобильное приложение,509,358,280,183.2,3364.6,67.2,3.09,1.14
2025-03-01,Кредитная карта,Северо-Запад,Зарплатный,Офис,703,535,427,136.0,3589.5,77.9,3.73,1.564
2025-03-01,Кредитная карта,Северо-Запад,Массовый,Партнерский канал,839,613,462,120.7,3645.9,79.4,4.1,1.318
2025-03-01,Кредитная карта,Северо-Запад,Премиум,Офис,458,330,256,202.8,3556.1,74.5,2.47,1.376
2025-03-01,Кредитная карта,Сибирь,Зарплатный,Мобильное приложение,603,443,347,123.8,2961.4,74.1,3.18,0.71
2025-03-01,Кредитная карта,Сибирь,Массовый,Мобильное приложение,771,499,382,,3805.3,64.4,4.28,0.279
2025-03-01,Кредитная карта,Сибирь,Премиум,Мобильное приложение,415,312,259,166.6,3159.8,65.6,3.23,0.951
2025-03-01,Кредитная карта,Урал,Зарплатный,Мобильное приложение,702,505,397,133.5,3402.7,70.5,3.38,1.574
2025-03-01,Кредитная карта,Урал,Массовый,Офис,813,586,458,114.4,3899.3,73.4,4.41,0.554
2025-03-01,Кредитная карта,Урал,Премиум,Офис,434,327,252,166.2,3020.0,69.8,2.96,1.004
2025-03-01,Кредитная карта,Центр,Зарплатный,Мобильное приложение,924,693,556,140.1,4875.4,81.0,3.66,2.04
2025-03-01,Кредитная карта,Центр,Массовый,Офис,983,707,562,110.4,4773.8,75.6,4.86,1.016
2025-03-01,Кредитная карта,Центр,Премиум,Мобильное приложение,589,442,348,177.9,4620.0,75.4,2.68,1.12
2025-03-01,Потребительский кредит,Поволжье,Зарплатный,Офис,624,392,291,362.7,4299.1,62.0,4.25,0.967
2025-03-01,Потребительский кредит,Поволжье,Массовый,Офис,725,448,318,680.8,4943.8,56.0,5.53,1.137
2025-03-01,Потребительский кредит,Поволжье,Премиум,Офис,466,288,205,604.5,4261.3,49.5,2.79,2.264
2025-03-01,Потребительский кредит,Северо-Запад,Зарплатный,Офис,613,387,279,413.4,3993.3,68.2,4.56,2.139
2025-03-01,Потребительский кредит,Северо-Запад,Массовый,Мобильное приложение,623,389,281,461.8,4333.0,58.9,4.59,2.209
2025-03-01,Потребительский кредит,Северо-Запад,Премиум,Мобильное приложение,344,226,156,619.8,3326.3,57.6,4.07,1.577
2025-03-01,Потребительский кредит,Сибирь,Зарплатный,Партнерский канал,499,330,233,397.8,3265.2,57.6,3.79,1.776
2025-03-01,Потребительский кредит,Сибирь,Массовый,Офис,610,403,291,394.8,3874.4,52.1,4.88,1.896
2025-03-01,Потребительский кредит,Сибирь,Премиум,Партнерский канал,398,245,172,619.5,3487.6,52.5,3.06,2.063
2025-03-01,Потребительский кредит,Урал,Зарплатный,Мобильное приложение,596,366,270,443.5,4453.6,63.9,4.53,1.761
2025-03-01,Потребительский кредит,Урал,Массовый,Партнерский канал,674,413,287,411.0,,59.8,4.67,1.855
2025-03-01,Потребительский кредит,Урал,Премиум,Офис,404,280,198,625.0,3885.1,52.1,3.62,2.448
2025-03-01,Потребительский кредит,Центр,Зарплатный,Офис,683,440,325,484.8,4486.4,59.7,3.82,3.416
2025-03-01,Потребительский кредит,Центр,Массовый,Офис,842,516,373,412.6,5574.9,61.3,4.9,2.64
2025-03-01,Потребительский кредит,Центр,Премиум,Офис,506,339,244,726.7,4291.4,61.9,3.33,4.407
2025-04-01,Вклад,Поволжье,Зарплатный,Мобильное приложение,464,432,396,933.1,1774.4,67.3,0.2,2.503
2025-04-01,Вклад,Поволжье,Массовый,Офис,540,483,433,823.4,2263.5,65.1,1.53,2.109
2025-04-01,Вклад,Поволжье,Премиум,Мобильное приложение,237,213,192,1384.3,1515.9,64.2,0.2,1.461
2025-04-01,Вклад,Северо-Запад,Зарплатный,Мобильное приложение,370,331,300,1080.4,1788.9,66.8,0.2,1.908
2025-04-01,Вклад,Северо-Запад,Массовый,Офис,437,379,352,772.4,1656.7,65.9,0.5,1.496
2025-04-01,Вклад,Северо-Запад,Премиум,Мобильное приложение,253,232,213,1392.4,1527.4,66.3,0.2,1.709
2025-04-01,Вклад,Сибирь,Зарплатный,Мобильное приложение,367,327,305,828.8,1594.1,64.1,0.93,1.083
2025-04-01,Вклад,Сибирь,Массовый,Мобильное приложение,403,352,320,822.5,1522.1,62.3,1.39,1.447
2025-04-01,Вклад,Сибирь,Премиум,Партнерский канал,268,238,215,1274.5,1277.8,58.2,0.2,1.723
2025-04-01,Вклад,Урал,Зарплатный,Партнерский канал,305,263,241,1075.8,1523.4,70.5,0.89,1.1
2025-04-01,Вклад,Урал,Массовый,Офис,402,354,317,838.1,1579.7,66.4,0.83,1.538
2025-04-01,Вклад,Урал,Премиум,Мобильное приложение,188,174,160,1292.2,1366.7,62.6,0.2,0.689
2025-04-01,Вклад,Центр,Зарплатный,Мобильное приложение,506,452,422,1177.0,2265.0,70.6,0.82,3.304
2025-04-01,Вклад,Центр,Массовый,Офис,592,522,475,899.3,2515.4,73.5,0.56,2.466
2025-04-01,Вклад,Центр,Премиум,Офис,282,247,225,1424.8,1989.2,60.9,0.2,1.768
2025-04-01,Ипотека,Поволжье,Зарплатный,Мобильное приложение,487,253,166,4403.7,6330.3,44.8,1.34,6.83
2025-04-01,Ипотека,Поволжье,Массовый,Мобильное приложение,563,286,190,3338.6,6403.6,45.6,2.65,5.131
2025-04-01,Ипотека,Поволжье,Премиум,Офис,387,209,138,6041.9,5495.3,42.8,0.82,8.608
2025-04-01,Ипотека,Северо-Запад,Зарплатный,Мобильное приложение,473,248,172,4280.4,5781.2,56.5,1.14,6.996
2025-04-01,Ипотека,Северо-Запад,Массовый,Мобильное приложение,444,237,149,3987.7,5089.9,48.1,2.81,5.153
2025-04-01,Ипотека,Северо-Запад,Премиум,Мобильное приложение,367,193,124,6523.2,5237.8,42.6,0.63,8.602
2025-04-01,Ипотека,Сибирь,Зарплатный,Офис,402,203,136,4161.5,5262.9,42.9,1.22,4.985
2025-04-01,Ипотека,Сибирь,Массовый,Офис,456,226,147,3737.7,5610.8,40.1,1.83,4.414
2025-04-01,Ипотека,Сибирь,Премиум,Мобильное приложение,285,158,101,5715.8,4568.4,41.7,0.72,5.529
2025-04-01,Ипотека,Урал,Зарплатный,Офис,462,247,170,4428.3,5807.9,46.5,,7.351
2025-04-01,Ипотека,Урал,Массовый,Офис,521,250,165,4061.5,6229.8,47.8,2.6,5.883
2025-04-01,Ипотека,Урал,Премиум,Партнерский канал,330,179,117,5687.0,5104.4,51.0,0.98,6.38
2025-04-01,Ипотека,Центр,Зарплатный,Партнерский канал,653,330,225,4482.0,8284.5,50.1,1.48,9.441
2025-04-01,Ипотека,Центр,Массовый,Мобильное приложение,596,305,196,4025.5,6636.7,48.8,,6.886
2025-04-01,Ипотека,Центр,Премиум,Партнерский канал,454,238,155,6611.9,6090.6,43.6,1.28,10.865
2025-04-01,Кредитная карта,Поволжье,Зарплатный,Мобильное приложение,746,541,430,116.9,4072.1,70.5,3.56,0.808
2025-04-01,Кредитная карта,Поволжье,Массовый,Офис,840,583,472,112.2,3820.0,74.3,4.83,1.005
2025-04-01,Кредитная карта,Поволжье,Премиум,Партнерский канал,436,326,254,165.4,3462.5,72.8,2.19,0.615
2025-04-01,Кредитная карта,Северо-Запад,Зарплатный,Офис,673,473,383,128.6,3544.3,74.1,3.72,0.809
2025-04-01,Кредитная карта,Северо-Запад,Массовый,Офис,832,576,456,121.5,4106.4,66.5,4.12,0.808
2025-04-01,Кредитная карта,Северо-Запад,Премиум,Партнерский канал,410,315,256,169.6,3656.1,76.4,2.51,0.528
2025-04-01,Кредитная карта,Сибирь,Зарплатный,Мобильное приложение,560,408,327,,3325.0,70.4,3.57,-0.115
2025-04-01,Кредитная карта,Сибирь,Массовый,Мобильное приложение,704,511,422,110.7,9167.3,71.7,4.1,1.118
2025-04-01,Кредитная карта,Сибирь,Премиум,Партнерский канал,348,250,204,164.2,2856.0,68.3,2.75,0.459
2025-04-01,Кредитная карта,Урал,Зарплатный,Офис,611,442,352,129.4,3406.2,74.5,2.97,0.681
